1,0.22
2,0.30
3,0.11
4,0.41
5,0.32
6,0.28
7,0.32
8,0.32
9,0.37
10,0.30
11,0.33
12,0.39
13,0.28
14,0.26
15,0.14
16,0.29
17,0.27
18,0.41
19,0.28
20,0.43
21,0.37
22,0.19
23,0.26
24,0.24
25,0.28
26,0.22
27,0.33
28,0.33
29,0.42
30,0.38
31,0.21
32,0.11
33,0.16
34,0.20
35,0.25
36,0.17
37,0.30
38,0.34
39,0.46
40,0.33
41,0.23
43,0.35
44,0.34
45,0.21
46,0.35
47,0.35
48,0.29
49,0.29
50,0.40
51,0.28
52,0.33
53,0.36
54,0.30
55,0.69
56,0.35
57,0.33
58,0.27
59,0.28
61,0.29
62,0.32
63,0.32
64,0.37
65,0.19
66,0.32
67,0.31
68,0.18
69,0.52
70,0.22
71,0.29
72,0.32
73,0.32
74,0.68
75,0.40
76,0.17
77,0.32
78,0.18
79,0.32
80,0.41
81,0.37
82,0.34
83,0.25
84,0.29
85,0.33
86,0.13
87,0.14
88,0.35
89,0.26
90,0.31
91,0.44
92,0.25
93,0.52
94,0.28
95,0.30
96,0.32
98,0.47
99,0.35
100,0.47
101,0.29
102,0.37
103,0.34
104,0.28
105,0.46
106,0.34
107,0.28
108,0.16
109,0.26
110,0.41
111,0.24
112,0.19
113,0.27
114,0.23
115,0.34
116,0.33
117,0.07
119,0.33
120,0.35
121,0.38
122,0.49
123,0.25
125,0.35
126,0.43
127,0.32
128,0.19
129,0.37
130,0.64
131,0.33
132,0.20
134,0.48
135,0.46
136,0.20
137,0.23
138,0.39
139,0.17
140,0.24
141,0.23
142,0.36
143,0.36
144,0.27
145,0.32
146,0.35
147,0.73
148,0.30
149,0.26
150,0.36
152,0.17
153,0.23
154,0.28
155,0.11
156,0.26
157,0.18
158,0.43
159,0.06
161,0.38
162,0.35
164,0.40
165,0.23
166,0.18
167,0.29
168,0.37
169,0.21
170,0.23
171,0.36
172,0.12
173,0.10
174,0.23
175,0.30
176,0.12
177,0.41
178,0.35
179,0.29
180,0.38
181,0.26
182,0.46
183,0.44
184,0.28
185,0.20
186,0.19
187,0.36
188,0.37
189,0.33
190,0.35
191,0.31
192,0.14
193,0.49
194,0.27
195,0.22
196,0.28
197,0.20
198,0.36
199,0.41
200,0.46
201,0.25
202,0.28
204,0.25
205,0.47
206,0.16
207,0.37
208,0.59
209,0.36
210,0.39
211,0.28
212,0.27
213,0.43
215,0.21
216,0.26
217,0.37
218,0.20
219,0.21
220,0.16
221,0.35
222,0.24
223,0.29
224,0.26
225,0.34
226,0.35
227,0.29
228,0.30
229,0.37
230,0.32
231,0.55
232,0.23
233,0.19
234,0.29
235,0.33
236,0.15
237,0.37
238,0.38
239,0.31
240,0.28
242,0.27
243,0.44
244,0.21
245,0.39
246,0.53
247,0.12
248,0.22
249,0.29
250,0.25
252,0.24
253,0.27
254,0.81
255,0.33
256,0.34
257,0.22
258,0.32
259,0.24
260,0.51
261,0.40
262,0.31
263,0.21
264,0.43
265,0.30
266,0.28
267,0.21
268,0.30
271,0.26
272,0.42
273,0.31
274,0.42
275,0.19
276,0.23
277,0.37
278,0.36
279,0.29
280,0.39
281,0.14
282,0.21
283,0.39
284,0.28
285,0.43
286,0.33
287,0.39
288,0.22
290,0.46
291,0.15
292,0.74
293,0.05
294,0.23
295,0.26
296,0.38
297,0.50
298,0.30
299,0.46
300,0.29
301,0.18
302,0.33
303,0.22
304,0.21
305,0.45
306,0.15
307,0.52
308,0.26
309,0.34
310,0.27
311,0.21
312,0.47
313,0.26
314,0.18
315,0.32
316,0.46
319,0.25
320,0.34
321,0.29
322,0.28
323,0.28
324,0.41
325,0.61
326,0.34
328,0.30
329,0.32
330,0.26
333,0.35
334,0.37
335,0.25
336,0.25
337,0.36
338,0.37
339,0.24
340,0.36
341,1.00
342,0.17
343,0.06
344,0.26
346,0.33
347,0.31
349,0.33
350,0.19
351,0.25
352,0.53
353,0.33
354,0.33
355,0.42
356,0.33
357,0.33
359,0.32
360,0.33
361,0.27
362,0.22
363,0.16
364,0.14
365,0.42
366,0.26
367,0.29
368,0.24
369,0.38
370,0.23
371,0.23
372,0.33
373,0.67
374,0.29
375,0.30
376,0.16
377,0.32
381,0.42
382,0.25
383,0.40
384,0.20
385,0.29
386,0.16
387,0.12
388,0.20
389,0.39
391,0.40
392,0.28
393,0.18
394,0.85
395,0.23
396,0.36
397,0.33
398,0.29
399,0.28
400,0.26
401,0.33
402,0.28
403,0.19
404,0.07
405,0.34
406,0.24
407,0.31
408,0.36
409,0.25
410,0.09
411,0.43
412,0.44
413,0.22
414,0.16
415,0.50
416,0.34
418,0.33
419,0.34
420,0.25
422,0.22
423,0.29
425,0.32
426,0.34
427,0.13
428,0.13
430,0.23
431,0.21
432,0.37
433,0.28
434,0.13
436,0.40
437,0.33
438,0.33
439,0.34
440,0.25
441,0.29
442,0.15
443,0.34
444,0.31
446,0.32
447,0.26
448,0.23
449,0.34
450,0.23
451,0.36
452,0.25
453,0.22
454,0.38
455,0.50
456,0.29
457,0.34
458,0.30
459,0.31
460,0.27
461,0.35
462,0.10
464,0.22
466,0.34
467,0.30
470,0.42
471,0.30
472,0.31
473,0.37
474,0.54
475,0.39
477,0.28
478,0.42
479,0.43
480,0.33
481,0.35
482,0.36
483,0.32
484,0.33
485,0.31
486,0.40
487,0.03
488,0.51
489,0.56
490,0.62
491,0.38
492,0.37
493,0.32
494,0.31
495,0.29
496,0.39
497,0.39
498,0.27
499,0.42
500,0.32
501,0.36
502,0.35
503,0.25
504,0.44
505,0.47
506,0.14
507,0.30
508,0.16
509,0.28
510,0.45
511,0.13
512,0.32
513,0.40
514,0.30
515,0.18
516,0.30
517,0.36
518,0.20
519,0.28
520,0.40
521,0.37
522,0.27
523,0.52
524,0.37
525,0.33
526,0.23
528,0.45
529,0.24
530,0.71
531,0.40
532,0.18
533,0.23
534,0.33
535,0.43
536,0.16
538,0.06
540,0.12
541,0.40
542,0.28
543,0.44
544,0.39
545,0.33
546,0.52
547,0.30
548,0.33
549,0.19
550,0.37
551,0.58
552,0.21
553,0.38
554,0.17
555,0.36
556,0.34
557,0.24
558,0.33
559,0.30
560,0.22
561,0.38
562,0.68
563,0.42
564,0.26
565,0.34
566,0.25
567,0.28
568,0.42
569,0.37
570,0.25
571,0.36
572,0.41
573,0.53
574,0.30
575,0.24
576,0.46
577,0.34
578,0.45
579,0.17
580,0.12
581,0.32
582,0.17
583,0.31
584,0.30
585,0.26
586,0.43
587,0.12
588,0.26
589,0.10
590,0.26
591,0.27
592,0.31
594,0.37
595,0.34
596,0.33
597,0.30
598,0.27
599,0.19
600,0.31
601,0.41
602,0.29
603,0.07
604,0.20
605,0.35
606,0.27
607,0.45
608,0.29
609,0.29
610,0.38
611,0.40
612,0.36
613,0.07
614,0.40
615,0.38
617,0.38
618,0.32
619,0.29
620,0.32
621,0.36
622,0.39
623,0.38
624,0.05
625,0.22
626,0.35
627,0.32
628,0.27
629,0.16
630,0.26
632,0.10
633,0.13
634,0.06
635,0.30
636,0.27
637,0.16
638,0.26
639,0.34
640,0.57
641,0.20
644,0.29
645,0.29
647,0.24
648,0.33
649,0.07
650,0.29
651,0.24
652,0.23
653,0.27
654,0.09
655,0.26
656,0.22
657,0.31
658,0.42
659,0.27
660,0.43
661,0.24
662,0.36
663,0.46
664,0.27
666,0.45
668,0.46
669,0.18
670,0.43
671,0.25
673,0.30
674,0.38
675,0.25
676,0.27
677,0.29
678,0.28
679,0.33
681,0.27
682,0.19
683,0.21
685,0.08
687,0.42
689,0.29
690,0.47
691,0.03
692,0.23
693,0.37
694,0.56
695,0.26
697,0.43
698,0.31
699,0.35
701,0.06
702,0.29
703,0.18
705,0.26
706,0.24
707,0.51
708,0.28
709,0.16
711,0.37
712,0.20
713,0.18
715,0.56
716,0.24
717,0.31
718,0.31
719,0.18
720,0.49
721,0.42
724,0.29
725,0.15
726,0.23
727,0.29
728,0.35
729,0.38
730,0.33
732,0.33
733,0.30
734,0.15
735,0.28
736,0.18
737,0.40
738,0.35
739,0.15
740,0.27
741,0.54
742,0.32
743,0.32
744,0.31
745,0.15
746,0.28
747,0.23
748,0.39
751,0.42
752,0.30
753,0.29
754,0.17
755,0.13
756,0.32
757,0.18
758,0.16
759,0.22
761,0.19
762,0.21
763,0.31
764,0.46
765,0.34
766,0.41
767,0.30
768,0.19
769,0.26
770,0.20
771,0.19
772,0.23
773,0.23
774,0.41
775,0.52
776,0.25
777,0.29
779,0.12
780,0.29
781,0.16
782,0.28
783,0.39
784,0.31
785,0.37
786,0.21
787,0.34
788,0.20
789,0.39
790,0.21
791,0.27
792,0.41
793,0.28
794,0.35
796,0.29
797,0.18
798,0.30
799,0.26
800,0.22
801,0.28
802,0.45
803,0.27
804,0.47
805,0.47
806,0.24
807,0.43
808,0.29
812,0.54
813,0.51
814,0.30
815,0.20
816,0.38
817,0.36
818,0.21
819,0.22
820,0.37
821,0.29
822,0.25
823,0.38
825,0.35
826,0.26
827,0.32
829,0.18
830,0.38
832,0.37
833,0.51
834,0.37
835,0.13
836,0.26
837,0.28
838,0.33
840,0.26
843,0.36
844,0.03
845,0.33
847,0.34
849,0.36
850,0.29
851,0.78
852,0.24
853,0.35
854,0.33
855,0.39
857,0.43
858,0.31
860,0.43
861,0.44
862,0.24
863,0.33
864,0.34
865,0.38
866,0.19
867,0.33
868,0.22
870,0.18
871,0.76
872,0.37
873,0.30
875,0.41
876,0.33
877,0.26
878,0.44
880,0.21
882,0.30
883,0.46
884,0.22
885,0.33
886,0.23
887,0.26
888,0.35
889,0.34
890,0.46
891,0.23
892,0.37
893,0.28
894,0.37
895,0.30
896,0.29
897,0.44
898,0.40
899,0.23
900,0.46
901,0.63
902,0.56
903,0.42
904,0.07
905,0.31
906,0.17
907,0.33
908,0.18
909,0.31
910,0.34
911,0.21
912,0.12
915,0.16
916,0.19
917,0.20
918,0.33
919,0.37
920,0.24
921,0.23
922,0.11
923,0.26
924,0.27
926,0.21
927,0.14
928,0.40
930,0.22
931,0.31
932,0.27
933,0.31
934,0.18
936,0.44
937,0.12
938,0.29
939,0.25
940,0.39
941,0.47
942,0.17
943,0.33
944,0.04
945,0.34
946,0.36
947,0.20
948,0.21
949,0.31
951,0.20
952,0.25
953,0.13
954,0.53
955,0.28
956,0.31
957,0.16
958,0.24
959,0.40
960,0.22
961,0.29
962,0.33
963,0.22
964,0.30
965,0.52
966,0.31
968,0.27
971,0.26
972,0.10
973,0.26
974,0.17
975,0.59
976,0.29
977,0.31
978,0.17
979,0.48
980,0.38
981,0.37
982,0.31
983,0.27
984,0.28
985,0.23
986,0.35
987,0.27
988,0.18
989,0.10
990,0.45
992,0.10
993,0.11
994,0.26
996,0.39
999,0.06
1000,0.07
