0.04234,0.03552,0.00437,0.22
0.05136,0.02821,0.04619,0.3
0.00084,0.00146,0.00062,0.11
0.00225,0.00188,0.00000,0.41
0.10923,0.07814,0.07553,0.32
0.04812,0.04743,0.01873,0.28
0.03437,0.04994,0.02871,0.32
0.22742,0.14062,0.12609,0.32
0.02226,0.01880,0.00874,0.37
0.00802,0.01379,0.00375,0.3
0.00118,0.00104,0.00000,0.33
0.04028,0.01567,0.00375,0.39
0.00929,0.01525,0.00687,0.28
0.00420,0.01024,0.01124,0.26
0.00275,0.00940,0.00000,0.14
0.08284,0.12516,0.05930,0.29
0.05124,0.03510,0.02122,0.27
0.00261,0.00418,0.00000,0.41
0.00237,0.00209,0.00125,0.28
0.00963,0.00543,0.00437,0.43
0.01531,0.01755,0.00312,0.37
0.00758,0.01024,0.00000,0.19
0.07265,0.03761,0.06305,0.26
0.00410,0.00355,0.00062,0.24
0.00099,0.00251,0.00062,0.28
0.00183,0.00501,0.00000,0.22
0.00362,0.00564,0.00062,0.33
0.00063,0.00293,0.00187,0.33
0.00508,0.01651,0.00375,0.42
0.06522,0.03782,0.03933,0.38
0.04947,0.03782,0.02310,0.21
0.00341,0.00230,0.00000,0.11
0.00260,0.00878,0.00125,0.16
0.00265,0.00334,0.00187,0.2
0.01149,0.00857,0.00250,0.25
0.02027,0.02507,0.00125,0.17
0.02836,0.02027,0.01311,0.3
0.01111,0.01525,0.00375,0.34
0.00998,0.01776,0.00125,0.46
0.15519,0.19097,0.04307,0.33
0.00119,0.00272,0.00125,0.23
0.00063,0.00334,0.00000,0.31
0.08158,0.07543,0.03246,0.35
0.05501,0.12871,0.07116,0.34
0.02040,0.01233,0.00250,0.21
0.00827,0.00773,0.01436,0.35
0.01926,0.02925,0.00936,0.35
0.01069,0.02131,0.02247,0.29
0.00371,0.00606,0.00187,0.29
0.00083,0.00125,0.00062,0.4
0.01210,0.00940,0.00375,0.28
0.04523,0.05224,0.00874,0.33
0.00761,0.00919,0.00125,0.36
0.00179,0.00397,0.00499,0.3
0.00300,0.00042,0.00062,0.69
0.00075,0.00125,0.00000,0.35
0.00568,0.09110,0.02497,0.33
0.01063,0.00627,0.00375,0.27
0.00651,0.02486,0.01311,0.28
0.00078,0.00084,0.00000,0.32
0.00091,0.00293,0.00187,0.29
0.01304,0.01295,0.00437,0.32
0.00139,0.00188,0.00000,0.32
0.03663,0.03636,0.00250,0.37
0.02280,0.02528,0.00000,0.19
0.01737,0.03051,0.00811,0.32
0.03103,0.03009,0.01124,0.31
0.01649,0.01776,0.00999,0.18
0.14288,0.14083,0.01873,0.52
0.03281,0.02946,0.00562,0.22
0.03897,0.04471,0.04806,0.29
0.07641,0.03364,0.03308,0.32
0.00801,0.00982,0.00375,0.32
0.00405,0.01003,0.00187,0.68
0.25648,0.32825,0.06429,0.4
0.00168,0.00501,0.00000,0.17
0.10116,0.13247,0.08677,0.32
0.00172,0.00313,0.00125,0.18
0.00086,0.00272,0.00062,0.32
0.24737,0.20288,0.02684,0.41
0.00461,0.01233,0.00125,0.37
0.06286,0.05224,0.01561,0.34
0.00117,0.00355,0.00437,0.25
0.04491,0.06832,0.02934,0.29
0.01523,0.05098,0.00187,0.33
0.02116,0.02925,0.00375,0.13
0.00070,0.00125,0.00062,0.14
0.00285,0.00397,0.00375,0.35
0.01346,0.01943,0.02747,0.26
0.04194,0.04889,0.01498,0.31
0.00894,0.00961,0.00187,0.44
0.01704,0.01149,0.00437,0.25
0.01602,0.01588,0.00062,0.52
0.15523,0.01922,0.01373,0.28
0.04665,0.01379,0.02372,0.3
0.05994,0.16026,0.00562,0.32
0.00374,0.00460,0.00000,0.56
0.00635,0.03677,0.00999,0.47
0.00605,0.00606,0.00624,0.35
0.02144,0.01233,0.00749,0.47
0.03866,0.02842,0.02996,0.29
0.02843,0.01463,0.01311,0.37
0.00124,0.00230,0.00125,0.34
0.00591,0.00397,0.00187,0.28
0.04121,0.06791,0.03308,0.46
0.00801,0.01755,0.00375,0.34
0.01799,0.05203,0.01248,0.28
0.00405,0.01964,0.00499,0.16
0.00868,0.00669,0.00437,0.26
0.01174,0.00355,0.00000,0.41
0.01215,0.03803,0.00999,0.24
0.03921,0.01985,0.00499,0.19
0.04734,0.10176,0.00687,0.27
0.01196,0.00731,0.00437,0.23
0.03631,0.10844,0.01436,0.34
0.00163,0.00481,0.00000,0.33
0.00058,0.00084,0.00000,0.07
0.00207,0.00334,0.00000,0.35
0.11620,0.13268,0.05243,0.33
0.01019,0.00334,0.00187,0.35
0.02433,0.00982,0.00499,0.38
0.01853,0.02946,0.00999,0.49
0.00125,0.00982,0.00125,0.25
0.03339,0.03427,0.00437,0.35
0.02974,0.02340,0.01124,0.35
0.00177,0.00460,0.00062,0.43
0.02370,0.02319,0.02122,0.32
0.00182,0.00313,0.00062,0.19
0.18559,0.14292,0.11423,0.37
0.00520,0.01546,0.00499,0.64
0.00668,0.00606,0.00062,0.33
0.00818,0.01985,0.00999,0.2
0.00389,0.00564,0.00000,0.31
0.02874,0.02466,0.01311,0.48
0.00716,0.01254,0.00250,0.46
0.00116,0.00251,0.00000,0.2
0.01247,0.00898,0.00062,0.23
0.04864,0.03030,0.00999,0.39
0.00921,0.00982,0.00437,0.17
0.08536,0.11680,0.02996,0.24
0.02075,0.02737,0.01186,0.23
0.02815,0.02591,0.01061,0.36
0.19800,0.12181,0.06929,0.36
0.00086,0.00293,0.00000,0.27
0.05970,0.03489,0.01561,0.32
0.05870,0.05286,0.03933,0.35
0.00115,0.00125,0.00062,0.73
0.00425,0.01170,0.00437,0.3
0.01548,0.03824,0.01998,0.26
0.00487,0.04952,0.00687,0.36
0.00471,0.00481,0.00250,0.41
0.00036,0.00272,0.00000,0.17
0.00145,0.00669,0.00187,0.23
0.00140,0.00272,0.00000,0.28
0.00187,0.00710,0.00250,0.11
0.00104,0.00209,0.00187,0.26
0.01243,0.01839,0.00687,0.18
0.17079,0.12390,0.07179,0.43
0.00305,0.01337,0.00250,0.06
0.00900,0.00794,0.00125,0.17
0.12644,0.15692,0.09488,0.38
0.13558,0.10280,0.03496,0.35
0.00054,0.00021,0.00499,0.45
0.04548,0.08023,0.02497,0.4
0.00796,0.01212,0.00250,0.23
0.02077,0.01149,0.00811,0.18
0.10313,0.05203,0.04057,0.29
0.00836,0.01316,0.02310,0.37
0.00201,0.00146,0.00062,0.21
0.13596,0.02967,0.00312,0.23
0.00335,0.00313,0.00000,0.36
0.02348,0.02674,0.00499,0.12
0.00326,0.00397,0.00312,0.1
0.00476,0.00355,0.00187,0.23
0.09137,0.10217,0.07054,0.3
0.00193,0.00167,0.00000,0.12
0.02734,0.01191,0.00437,0.41
0.02699,0.05621,0.02622,0.35
0.02723,0.04910,0.00749,0.29
0.01079,0.01107,0.00624,0.38
0.02136,0.00919,0.00312,0.26
0.01302,0.00752,0.00125,0.46
0.14076,0.01692,0.00375,0.44
0.02225,0.08985,0.00562,0.28
0.00609,0.00690,0.00000,0.2
0.00415,0.00334,0.00250,0.19
0.06064,0.03301,0.02247,0.36
0.00404,0.00355,0.00000,0.37
0.00502,0.00397,0.00062,0.33
0.04366,0.03280,0.01685,0.35
0.00146,0.00209,0.00000,0.31
0.01131,0.01546,0.00062,0.14
0.00094,0.00167,0.00250,0.49
0.02056,0.01546,0.01561,0.27
0.21173,0.06038,0.18976,0.22
0.00159,0.00376,0.00187,0.28
0.00480,0.00460,0.00187,0.2
0.03645,0.04492,0.06866,0.36
0.00526,0.00690,0.00312,0.41
0.06137,0.05453,0.02809,0.46
0.00360,0.00167,0.00000,0.25
0.01418,0.02131,0.01623,0.28
0.00314,0.00209,0.00000,0.32
0.00165,0.00815,0.00437,0.25
0.00407,0.00731,0.00312,0.47
0.00600,0.00940,0.00125,0.16
0.00272,0.00669,0.00062,0.37
0.00533,0.00857,0.00125,0.59
0.02057,0.01024,0.00562,0.36
0.25335,0.05265,0.01248,0.39
0.09649,0.05641,0.05056,0.28
0.11786,0.02779,0.01810,0.27
0.00459,0.00293,0.00125,0.43
0.00794,0.00272,0.00000,0.31
0.01670,0.03009,0.01311,0.21
0.01633,0.04325,0.00874,0.26
0.02398,0.02089,0.00312,0.37
0.00738,0.00272,0.00187,0.2
0.00306,0.00543,0.00437,0.21
0.00288,0.00731,0.00125,0.16
0.00833,0.01107,0.00499,0.35
0.00672,0.00857,0.00062,0.24
0.00262,0.00731,0.00375,0.29
0.01442,0.02236,0.00375,0.26
0.23226,0.05579,0.02996,0.34
0.17565,0.15880,0.07678,0.35
0.04461,0.04722,0.02559,0.29
0.01439,0.02173,0.01685,0.3
0.00051,0.00084,0.00000,0.37
0.06899,0.03385,0.02060,0.32
0.03401,0.02800,0.01311,0.55
0.00397,0.00857,0.00187,0.23
0.00186,0.00543,0.00250,0.19
0.06916,0.06686,0.02684,0.29
0.02917,0.04221,0.00624,0.33
0.00060,0.00104,0.00187,0.15
0.00506,0.01630,0.00375,0.37
0.00705,0.01818,0.00811,0.38
0.00880,0.02277,0.01124,0.31
0.02466,0.04053,0.02247,0.28
0.00047,0.00000,0.00000,0.33
0.00585,0.00857,0.00062,0.27
0.00277,0.00501,0.00187,0.44
0.02935,0.04680,0.01685,0.21
0.00333,0.00397,0.00062,0.39
0.00580,0.00334,0.00062,0.53
0.02217,0.01818,0.00250,0.12
0.00101,0.00397,0.00000,0.22
0.22325,0.51128,0.27965,0.29
0.01510,0.01483,0.00250,0.25
0.00802,0.00919,0.00000,0.27
0.01988,0.01546,0.00187,0.24
0.02775,0.01546,0.01373,0.27
0.00093,0.00146,0.00125,0.81
0.00789,0.02006,0.00687,0.33
0.02618,0.05391,0.02497,0.34
0.00131,0.00167,0.00749,0.22
0.00353,0.01379,0.00125,0.32
0.00916,0.02006,0.00936,0.24
0.03301,0.07501,0.01248,0.51
0.01115,0.02674,0.00749,0.4
0.01042,0.05391,0.02310,0.31
0.00951,0.01943,0.00062,0.21
0.11342,0.08003,0.01810,0.43
0.01219,0.03928,0.00936,0.3
0.00175,0.00188,0.00187,0.28
0.00702,0.01107,0.00624,0.21
0.04800,0.06373,0.04182,0.3
0.00137,0.00104,0.00000,0.31
