0.00254,0.00919,0.00125,0.26
0.00146,0.00167,0.00062,0.26
0.01799,0.01463,0.00499,0.42
0.04399,0.02904,0.01248,0.31
0.02538,0.02570,0.00499,0.42
0.00307,0.00418,0.00499,0.19
0.01867,0.02591,0.02185,0.23
0.13262,0.04304,0.01873,0.37
0.01231,0.02194,0.00624,0.36
0.01267,0.02173,0.00499,0.29
0.00298,0.00272,0.00125,0.39
0.01351,0.01901,0.00312,0.14
0.00865,0.02424,0.00624,0.21
0.05911,0.04639,0.00375,0.39
0.00275,0.01651,0.00749,0.28
0.00543,0.00522,0.00187,0.43
0.01035,0.01985,0.00499,0.33
0.00379,0.00418,0.00312,0.39
0.01362,0.02967,0.00375,0.22
0.00022,0.00209,0.00062,0.25
0.01321,0.01421,0.01248,0.46
0.00239,0.00669,0.00187,0.15
0.00638,0.00439,0.00187,0.74
0.00406,0.00710,0.00375,0.05
0.01057,0.01922,0.00250,0.23
0.00915,0.01880,0.00312,0.26
0.12083,0.10301,0.03808,0.38
0.03724,0.02549,0.00187,0.5
0.03687,0.02925,0.01498,0.3
0.00098,0.00355,0.00187,0.46
0.00645,0.00669,0.00562,0.29
0.00094,0.00104,0.00000,0.18
0.02830,0.01316,0.00749,0.33
0.00075,0.00125,0.00062,0.22
0.01261,0.00543,0.00375,0.21
0.00457,0.00648,0.00811,0.45
0.00581,0.01024,0.00187,0.15
0.01063,0.00564,0.00125,0.52
0.00690,0.02842,0.00874,0.26
0.00187,0.00418,0.00000,0.34
0.02717,0.04743,0.02185,0.27
0.00523,0.01546,0.00375,0.21
0.00579,0.01504,0.00811,0.47
0.01050,0.02528,0.00687,0.26
0.00288,0.00501,0.00375,0.18
0.15452,0.05307,0.08489,0.32
0.00991,0.01525,0.00375,0.46
0.00125,0.00209,0.00062,0.35
0.00329,0.00209,0.00000,0.34
0.00358,0.00209,0.00125,0.25
0.63369,1.00000,0.00000,0.34
0.00181,0.00167,0.00187,0.29
0.03494,0.02027,0.01373,0.28
0.07192,0.08817,0.05181,0.28
0.00729,0.00481,0.00312,0.41
0.01175,0.01609,0.00312,0.61
0.01579,0.00961,0.00749,0.34
0.00198,0.00418,0.00125,0.24
0.00094,0.00167,0.00062,0.3
0.01128,0.02716,0.01124,0.32
0.04702,0.07731,0.00437,0.26
0.00125,0.00021,0.00062,0.32
0.00270,0.00334,0.00062,0.23
0.00229,0.00773,0.00375,0.35
0.00388,0.01275,0.00187,0.37
0.04778,0.03949,0.01935,0.25
0.00274,0.00355,0.00250,0.25
0.00116,0.00251,0.00000,0.36
0.02627,0.01713,0.00312,0.37
0.00626,0.02152,0.00749,0.24
0.03965,0.03594,0.00874,0.36
0.00007,0.00334,0.00062,1.0
0.00179,0.00334,0.00062,0.17
0.00570,0.00293,0.00062,0.06
0.00704,0.00919,0.00687,0.26
0.00501,0.00104,0.00000,0.23
0.00166,0.00710,0.00437,0.33
0.08536,0.03698,0.02122,0.31
0.00093,0.00251,0.00062,0.33
0.01329,0.01588,0.01248,0.33
0.00260,0.01400,0.00312,0.19
0.00788,0.01087,0.00000,0.25
0.01591,0.02737,0.00125,0.53
0.00463,0.01358,0.00499,0.33
0.01854,0.02131,0.01436,0.33
0.01180,0.01922,0.00687,0.42
0.00815,0.03092,0.01873,0.33
0.00682,0.00481,0.00062,0.33
0.01374,0.01003,0.00250,0.23
0.00692,0.01818,0.00562,0.32
0.00468,0.01149,0.00250,0.33
0.00805,0.03761,0.00562,0.27
0.00242,0.02612,0.01061,0.22
0.00689,0.01045,0.00999,0.16
0.00191,0.00815,0.00375,0.14
0.01223,0.03510,0.00874,0.42
0.00446,0.00836,0.00062,0.26
0.00051,0.00021,0.00000,0.29
0.01280,0.01630,0.00375,0.24
0.00589,0.01107,0.00125,0.38
0.00151,0.01818,0.00624,0.23
0.00911,0.05809,0.00687,0.23
0.00251,0.00690,0.00375,0.33
0.00167,0.00125,0.00000,0.67
0.08066,0.08023,0.06742,0.29
0.02503,0.03531,0.00936,0.3
0.00037,0.00021,0.00000,0.16
0.44011,0.32491,0.18976,0.32
0.00007,0.00063,0.00312,0.35
0.00116,0.00251,0.00000,0.41
0.00166,0.00773,0.00749,0.31
0.02450,0.02633,0.01248,0.42
0.00198,0.00376,0.00437,0.25
0.00031,0.00230,0.00312,0.4
0.00249,0.00188,0.00125,0.2
0.00049,0.00104,0.00062,0.29
0.00304,0.00501,0.00062,0.16
0.00417,0.00230,0.00000,0.12
0.03028,0.01755,0.00499,0.2
0.01002,0.00606,0.00312,0.39
0.00102,0.00042,0.00000,0.35
0.00583,0.01254,0.00312,0.4
0.00553,0.01463,0.00062,0.28
0.00293,0.00397,0.00187,0.18
0.00333,0.00167,0.00250,0.85
0.01546,0.01254,0.00375,0.23
0.05575,0.05077,0.02747,0.36
0.00152,0.00293,0.00125,0.33
0.00387,0.00209,0.00000,0.29
0.00100,0.00209,0.00062,0.28
0.01434,0.02654,0.00562,0.26
0.50983,0.13080,0.01810,0.33
0.00136,0.00878,0.00437,0.28
0.00567,0.01295,0.00375,0.19
0.00662,0.00397,0.00125,0.07
0.02074,0.01191,0.00437,0.34
0.02931,0.04304,0.01498,0.24
0.03177,0.01797,0.00749,0.31
0.00291,0.00585,0.00187,0.36
0.00932,0.01087,0.00125,0.25
0.00421,0.00481,0.00250,0.09
0.02650,0.00690,0.00312,0.43
0.01360,0.00878,0.00312,0.44
0.00186,0.00125,0.00000,0.22
0.00276,0.00460,0.00375,0.16
0.01370,0.00836,0.00375,0.5
0.30148,0.29503,0.11174,0.34
0.00362,0.00063,0.00000,0.32
0.00201,0.00313,0.00000,0.33
0.01470,0.02277,0.01498,0.34
0.04337,0.05349,0.00999,0.25
0.00104,0.00251,0.00000,0.33
0.01393,0.01212,0.01311,0.22
0.00296,0.01191,0.00125,0.29
0.00042,0.00063,0.00000,0.28
0.05740,0.06791,0.02747,0.32
0.00594,0.01003,0.01248,0.34
0.00229,0.00188,0.00062,0.13
0.00518,0.01463,0.00062,0.13
0.00187,0.00376,0.00062,0.18
0.01043,0.01316,0.00375,0.23
0.00267,0.02089,0.00187,0.21
0.02429,0.01483,0.00874,0.37
0.15883,0.16799,0.03371,0.28
0.00116,0.00272,0.00250,0.13
0.00047,0.00460,0.00000,0.25
0.00141,0.00293,0.00125,0.4
0.00349,0.01107,0.00874,0.33
0.02950,0.03468,0.00375,0.33
0.07824,0.14062,0.03059,0.34
0.58244,0.45320,0.56929,0.25
0.00294,0.01567,0.00437,0.29
0.00542,0.00857,0.00125,0.15
0.40804,0.32219,0.18851,0.34
0.00159,0.00439,0.00125,0.31
0.00142,0.00334,0.00000,0.37
0.06391,0.06122,0.03121,0.32
0.00010,0.02089,0.00375,0.26
0.04466,0.03698,0.05181,0.23
0.16409,0.26410,0.05368,0.34
0.00073,0.00251,0.00125,0.23
0.02623,0.04555,0.01248,0.36
0.01949,0.02695,0.01124,0.25
0.00040,0.00293,0.00125,0.22
0.50802,0.14981,0.00687,0.38
0.00186,0.00439,0.00375,0.5
0.01271,0.03656,0.05431,0.29
0.00370,0.00230,0.00250,0.34
0.00434,0.04806,0.01685,0.3
0.41189,0.51400,0.48814,0.31
0.15799,0.16109,0.09738,0.27
0.06575,0.05077,0.02247,0.35
0.00518,0.00522,0.00000,0.1
0.00164,0.00188,0.00000,0.21
0.00086,0.00042,0.00000,0.22
0.00918,0.01003,0.00312,0.32
0.04454,0.03364,0.01873,0.34
0.00441,0.00355,0.00312,0.3
0.00037,0.00021,0.00000,0.31
0.00946,0.01379,0.00312,0.21
0.00186,0.00522,0.00375,0.42
0.00427,0.00585,0.00562,0.3
0.01908,0.04639,0.01935,0.31
0.20977,0.11763,0.03620,0.37
0.02797,0.03740,0.00312,0.54
0.00973,0.00627,0.00312,0.39
0.02038,0.02654,0.00250,0.37
0.29027,0.05265,0.01561,0.28
0.01048,0.00167,0.00125,0.42
0.02565,0.01275,0.00187,0.43
0.00560,0.02424,0.00562,0.33
0.02405,0.02821,0.01061,0.35
0.01553,0.02445,0.00250,0.36
0.00729,0.03782,0.01436,0.32
0.03776,0.07564,0.02684,0.33
0.00945,0.06164,0.00562,0.31
0.01592,0.06603,0.01561,0.4
0.00368,0.00125,0.00125,0.03
0.01642,0.03218,0.00499,0.51
0.00755,0.00857,0.00250,0.56
0.01549,0.01400,0.00250,0.62
0.04867,0.03301,0.01810,0.38
0.10832,0.09820,0.03933,0.37
0.42113,0.41266,0.50375,0.32
0.00376,0.02361,0.00499,0.31
0.02638,0.02257,0.01623,0.29
0.01240,0.00961,0.00250,0.39
0.01949,0.01170,0.00250,0.39
0.02501,0.05516,0.01311,0.27
0.01015,0.08086,0.00687,0.42
0.02416,0.12014,0.04057,0.32
0.00077,0.00125,0.00062,0.36
0.00283,0.02257,0.00687,0.35
0.03538,0.04388,0.01748,0.25
0.05442,0.13163,0.01124,0.44
0.00738,0.02486,0.01248,0.47
0.00663,0.02194,0.00749,0.14
0.03293,0.08671,0.02122,0.3
0.00254,0.00334,0.00000,0.16
0.03478,0.04827,0.00499,0.28
0.00673,0.03134,0.00499,0.45
0.01051,0.01672,0.00312,0.13
0.01231,0.00815,0.00437,0.32
0.08285,0.18450,0.01998,0.4
0.07039,0.06937,0.03933,0.3
0.02232,0.02215,0.00437,0.18
0.04868,0.08232,0.01748,0.3
0.09497,0.06853,0.04245,0.36
0.00590,0.02277,0.01311,0.2
0.00292,0.01463,0.00874,0.28
0.01788,0.02654,0.00624,0.4
0.05542,0.07543,0.01498,0.37
0.04081,0.04806,0.00936,0.27
0.00609,0.01087,0.00562,0.52
0.14558,0.19766,0.05243,0.37
0.02491,0.07982,0.01685,0.33
0.00501,0.00104,0.00000,0.23
0.00444,0.00585,0.00187,0.25
0.00770,0.02027,0.00624,0.45
0.00079,0.00188,0.00000,0.24
0.07517,0.01275,0.00125,0.71
0.00097,0.00021,0.00125,0.4
0.02283,0.03468,0.00999,0.18
0.00039,0.00167,0.00000,0.23
0.02715,0.02988,0.01810,0.33
0.00574,0.01087,0.00562,0.43
0.01313,0.00606,0.00250,0.16
0.00165,0.00272,0.00000,0.23
0.00180,0.00293,0.00125,0.06
0.00395,0.00878,0.00000,0.15
0.00205,0.00355,0.00125,0.12
0.02593,0.07940,0.02497,0.4
0.00248,0.01316,0.00624,0.28
0.00346,0.01003,0.00062,0.44
0.02262,0.04910,0.00687,0.39
0.00104,0.00418,0.00187,0.33
0.00395,0.00627,0.00125,0.52
0.94763,0.83974,1.00000,0.3
0.00237,0.00272,0.00000,0.33
0.12361,0.04116,0.06679,0.19
0.09291,0.04221,0.02310,0.37
0.00891,0.02737,0.00125,0.58
0.01903,0.02006,0.00999,0.21
0.00168,0.00418,0.00062,0.38
0.00289,0.00898,0.00562,0.17
0.00157,0.00293,0.00000,0.36
0.00210,0.00606,0.00187,0.34
0.00130,0.00313,0.00000,0.24
0.03667,0.04388,0.00624,0.33
0.01921,0.02403,0.01186,0.3
0.00812,0.00940,0.00437,0.22
0.01335,0.02382,0.00749,0.38
0.00783,0.01128,0.00062,0.68
0.02545,0.02152,0.00749,0.42
0.06237,0.06958,0.01873,0.26
0.05283,0.05913,0.03184,0.34
0.00088,0.00230,0.00375,0.25
0.00303,0.00293,0.00187,0.28
0.02378,0.03030,0.01436,0.42
0.01355,0.00898,0.00062,0.37
0.00091,0.00146,0.00000,0.25
0.00418,0.00501,0.00437,0.36
0.01361,0.02403,0.00125,0.41
0.00145,0.00313,0.00062,0.53
0.07429,0.12704,0.05743,0.3
0.00043,0.00146,0.00125,0.24
0.00359,0.00481,0.00125,0.46
0.00412,0.01316,0.00125,0.34
0.03537,0.02340,0.01748,0.45
0.00326,0.00836,0.00125,0.17
0.00443,0.00334,0.00062,0.12
0.22142,0.06018,0.02809,0.32
0.00586,0.00961,0.00125,0.17
0.01313,0.01087,0.00375,0.31
0.01829,0.06498,0.00874,0.3
0.00826,0.01024,0.00375,0.26
0.01676,0.03740,0.00624,0.43
0.00577,0.00648,0.00187,0.12
0.07632,0.08608,0.01623,0.26
0.00231,0.00710,0.00187,0.1
0.04612,0.01651,0.00749,0.26
0.00125,0.00313,0.00062,0.27
0.03376,0.07731,0.01561,0.31
0.00327,0.00209,0.00000,0.34
0.00079,0.00084,0.00000,0.37
0.09803,0.07710,0.03870,0.34
0.02767,0.01880,0.02747,0.33
0.34423,0.10238,0.09426,0.3
0.14183,0.17342,0.10424,0.27
0.12068,0.04659,0.09238,0.19
0.04294,0.05683,0.02310,0.31
0.08190,0.10217,0.04557,0.41
0.00915,0.00898,0.00437,0.29
0.00152,0.00355,0.00125,0.07
0.00401,0.00669,0.00062,0.2
0.00246,0.00188,0.00000,0.35
0.00645,0.01421,0.00624,0.27
0.00215,0.00251,0.00000,0.45
0.00481,0.00648,0.00250,0.29
0.00207,0.00313,0.00062,0.29
0.00585,0.01379,0.00811,0.38
0.00912,0.01379,0.00687,0.4
0.05003,0.07961,0.04806,0.36
0.00264,0.00334,0.00000,0.07
0.00245,0.00794,0.00000,0.4
0.02206,0.01943,0.00375,0.38
0.02687,0.03030,0.00187,0.37
0.01603,0.00898,0.00499,0.38
0.03071,0.02988,0.00936,0.32
0.05779,0.06247,0.01748,0.29
0.03725,0.02842,0.01373,0.32
0.00405,0.01713,0.01685,0.36
0.02671,0.06268,0.02622,0.39
0.00940,0.04053,0.02060,0.38
0.00138,0.00272,0.00125,0.05
0.00058,0.00146,0.00000,0.22
0.00558,0.01212,0.00437,0.35
0.27515,0.28751,0.19476,0.32
0.10127,0.45069,0.33770,0.27
0.00382,0.00648,0.00062,0.16
0.00356,0.00313,0.00000,0.26
0.00165,0.00209,0.00062,0.12
0.00067,0.00230,0.00062,0.1
0.00349,0.00125,0.00062,0.13
0.00048,0.00063,0.00000,0.06
0.10600,0.03385,0.03683,0.3
0.00604,0.00940,0.01373,0.27
0.00547,0.01672,0.00312,0.16
0.00351,0.00857,0.00375,0.26
0.02277,0.05767,0.01186,0.34
0.00079,0.00209,0.00125,0.57
0.00351,0.01275,0.00062,0.2
0.00061,0.00146,0.00187,0.23
0.00000,0.00000,0.00000,0.17
0.01719,0.01839,0.00874,0.29
0.12646,0.03280,0.04432,0.29
0.00000,0.00104,0.00125,0.31
0.00291,0.00669,0.00187,0.24
0.00858,0.00522,0.00125,0.33
0.01187,0.02361,0.00562,0.07
0.00007,0.00313,0.00062,0.29
0.00190,0.00543,0.00187,0.24
0.01229,0.03656,0.01311,0.23
0.00537,0.01692,0.00250,0.27
0.02570,0.00857,0.00250,0.09
0.00322,0.01588,0.00562,0.26
0.01040,0.02319,0.01810,0.22
0.00093,0.00313,0.00187,0.31
0.08686,0.08441,0.05493,0.42
0.03543,0.02298,0.00250,0.27
0.00262,0.00481,0.00312,0.43
0.00583,0.01964,0.00936,0.24
0.00381,0.00752,0.00375,0.36
0.00231,0.00334,0.00000,0.46
0.08034,0.03928,0.01685,0.27
0.00233,0.00230,0.00062,0.23
0.04579,0.13226,0.01124,0.45
0.00484,0.00209,0.00187,0.41
0.00097,0.00272,0.00062,0.46
0.00116,0.00230,0.00000,0.18
0.00992,0.00418,0.00375,0.43
0.00196,0.00710,0.00312,0.25
0.00108,0.00251,0.00062,0.23
0.20041,0.05056,0.04120,0.3
0.11148,0.06247,0.01561,0.38
0.00806,0.00731,0.00749,0.25
0.03096,0.01588,0.01498,0.27
0.00912,0.04513,0.00187,0.29
0.00331,0.01087,0.00375,0.28
0.00118,0.00063,0.00000,0.33
0.00690,0.00669,0.00000,0.34
0.22062,0.14459,0.07179,0.27
0.00119,0.00606,0.00312,0.19
0.00809,0.01003,0.00000,0.21
0.00007,0.00104,0.00062,0.13
0.00662,0.00690,0.00062,0.08
0.00001,0.00000,0.00000,0.03
0.03111,0.03343,0.01561,0.42
0.00483,0.07689,0.00874,0.12
0.09407,0.04910,0.03308,0.29
0.00576,0.04701,0.00437,0.47
0.01244,0.00690,0.02185,0.03
0.00844,0.01901,0.02622,0.23
0.02106,0.04450,0.00999,0.37
0.01554,0.01588,0.00375,0.56
0.02923,0.02236,0.00312,0.26
0.00073,0.00167,0.00000,0.23
0.04983,0.01504,0.00811,0.43
0.91852,0.22482,0.07553,0.31
0.08259,0.04158,0.03745,0.35
0.00050,0.00000,0.00000,0.08
0.00494,0.00293,0.00062,0.06
0.02304,0.00898,0.00375,0.29
1.00000,0.40368,0.09738,0.18
0.00606,0.00272,0.00062,0.09
0.01160,0.02695,0.01248,0.26
0.02274,0.03197,0.00999,0.24
0.00149,0.00230,0.00250,0.51
0.01187,0.01170,0.00811,0.28
0.04430,0.02236,0.00062,0.16
0.00337,0.00355,0.00000,0.05
0.04142,0.07438,0.02434,0.37
0.00182,0.00167,0.00499,0.2
0.00322,0.01128,0.00312,0.18
0.00956,0.00460,0.00125,0.17
0.00042,0.00000,0.00062,0.56
0.00316,0.01546,0.00562,0.24
0.00180,0.00146,0.00437,0.31
0.00520,0.01818,0.00624,0.31
0.00113,0.00857,0.00125,0.18
0.03097,0.04492,0.00749,0.49
0.03562,0.07313,0.00811,0.42
0.00279,0.00230,0.00062,0.23
0.00588,0.00710,0.00187,0.12
0.04868,0.05224,0.03121,0.29
0.00072,0.00209,0.00062,0.15
0.00429,0.00857,0.00187,0.23
0.01856,0.01588,0.00999,0.29
0.04466,0.01755,0.01498,0.35
0.12936,0.07250,0.02747,0.38
0.04152,0.12349,0.04494,0.33
0.00163,0.00627,0.00000,0.23
0.01423,0.00731,0.00375,0.33
0.00203,0.00355,0.00125,0.3
0.00113,0.00188,0.00125,0.15
0.02951,0.02382,0.02185,0.28
0.00234,0.00334,0.00062,0.18
